osoba,dob,spol,obrazovanje_sifra,obrazovanje,izvor_vijesti_sifra,izvor_vijesti,povjerenje_medijima,minute_medija,spremnost_platiti
20125,50,muški,3,viša,5,tisak,7,130,13
20126,26,muški,2,srednja,2,društvene mreže,5,217,0
20127,31,ženski,2,srednja,2,društvene mreže,4,134,0
20128,36,muški,2,srednja,2,društvene mreže,3,245,0
20129,26,ženski,2,srednja,3,TV,1,220,0
20130,28,ženski,2,srednja,2,društvene mreže,2,251,0
20131,35,ženski,4,diplomska,3,TV,5,140,19
20132,29,muški,2,srednja,1,portal,1,136,0
20133,65,ženski,4,diplomska,3,TV,8,184,17
20134,80,muški,3,viša,5,tisak,7,184,17
20135,63,ženski,2,srednja,3,TV,4,186,0
20136,57,muški,3,viša,1,portal,3,125,0
20137,40,ženski,2,srednja,3,TV,6,96,32
20138,75,ženski,2,srednja,1,portal,8,223,23
20139,60,ženski,2,srednja,3,TV,4,134,0
20140,32,muški,2,srednja,2,društvene mreže,7,372,23
20141,29,muški,2,srednja,2,društvene mreže,2,140,0
20142,20,ženski,3,viša,2,društvene mreže,7,390,11
20143,80,muški,4,diplomska,4,radio,6,179,0
20144,74,muški,1,osnovna,3,TV,8,250,0
20145,29,ženski,2,srednja,3,TV,2,104,0
20146,27,muški,2,srednja,1,portal,3,176,0
20147,37,muški,3,viša,1,portal,7,122,16
20148,37,ženski,3,viša,4,radio,3,162,0
20149,36,muški,3,viša,2,društvene mreže,8,151,0
20150,64,ženski,3,viša,5,tisak,5,145,0
20151,46,muški,3,viša,3,TV,2,156,0
20152,48,ženski,1,osnovna,4,radio,1,135,0
20153,64,muški,3,viša,3,TV,8,75,0
20154,62,muški,2,srednja,4,radio,6,210,13
20155,46,ženski,1,osnovna,2,društvene mreže,3,114,29
20156,52,muški,4,diplomska,1,portal,5,177,0
20157,45,muški,2,srednja,2,društvene mreže,2,55,0
20158,39,ženski,3,viša,5,tisak,6,103,0
20159,49,muški,3,viša,1,portal,4,84,14
20160,29,muški,3,viša,4,radio,5,331,0
20161,32,muški,4,diplomska,2,društvene mreže,6,178,24
20162,47,ženski,3,viša,1,portal,9,60,0
20163,42,muški,2,srednja,3,TV,6,150,0
20164,23,muški,2,srednja,1,portal,2,241,0
20165,46,ženski,3,viša,4,radio,1,121,0
20166,27,muški,2,srednja,3,TV,9,67,0
20167,27,ženski,1,osnovna,2,društvene mreže,4,301,0
20168,26,ženski,4,diplomska,2,društvene mreže,7,144,0
20169,60,ženski,3,viša,1,portal,4,240,0
20170,31,muški,1,osnovna,1,portal,5,127,0
20171,80,muški,2,srednja,5,tisak,6,135,0
20172,26,muški,3,viša,5,tisak,3,89,31
20173,80,muški,4,diplomska,4,radio,5,245,0
20174,26,ženski,2,srednja,2,društvene mreže,5,156,0
20175,35,muški,2,srednja,3,TV,1,214,33
20176,42,ženski,2,srednja,4,radio,8,118,0
20177,40,ženski,2,srednja,1,portal,4,158,0
20178,34,muški,2,srednja,2,društvene mreže,5,183,30
20179,28,muški,3,viša,1,portal,4,115,19
20180,29,muški,2,srednja,2,društvene mreže,7,236,20
20181,39,ženski,2,srednja,2,društvene mreže,3,146,0
20182,45,ženski,2,srednja,3,TV,4,184,0
20183,58,muški,1,osnovna,3,TV,6,170,0
20184,24,ženski,3,viša,2,društvene mreže,7,125,42
20185,40,ženski,3,viša,2,društvene mreže,4,140,0
20186,29,muški,2,srednja,1,portal,5,94,0
20187,43,ženski,1,osnovna,3,TV,5,141,0
20188,22,ženski,2,srednja,1,portal,6,196,0
20189,58,ženski,3,viša,1,portal,4,195,0
20190,35,muški,2,srednja,4,radio,1,260,0
20191,31,ženski,2,srednja,1,portal,4,89,0
20192,21,ženski,3,viša,2,društvene mreže,5,159,0
20193,39,muški,4,diplomska,1,portal,3,214,0
20194,40,ženski,1,osnovna,3,TV,6,169,0
20195,31,muški,2,srednja,1,portal,6,215,0
20196,48,ženski,3,viša,2,društvene mreže,4,228,0
20197,70,ženski,4,diplomska,4,radio,4,79,0
20198,36,muški,1,osnovna,2,društvene mreže,1,166,0
20199,51,ženski,1,osnovna,5,tisak,4,136,0
20200,61,muški,1,osnovna,1,portal,2,120,0
20201,39,ženski,2,srednja,1,portal,2,319,0
20202,33,ženski,2,srednja,1,portal,3,210,0
20203,54,muški,2,srednja,4,radio,8,63,0
20204,43,ženski,1,osnovna,5,tisak,9,99,0
20205,33,ženski,3,viša,2,društvene mreže,5,315,0
20206,40,muški,2,srednja,2,društvene mreže,4,240,0
20207,43,ženski,1,osnovna,1,portal,8,236,0
20208,27,ženski,2,srednja,3,TV,5,246,0
20209,39,ženski,2,srednja,3,TV,3,270,0
20210,40,ženski,3,viša,3,TV,5,253,0
20211,67,muški,1,osnovna,4,radio,6,231,0
20212,24,ženski,2,srednja,1,portal,2,168,0
20213,40,muški,4,diplomska,3,TV,2,185,0
20214,34,ženski,3,viša,3,TV,3,122,0
20215,29,muški,3,viša,1,portal,4,175,11
20216,33,ženski,2,srednja,2,društvene mreže,7,93,0
20217,80,muški,1,osnovna,1,portal,6,235,0
20218,31,muški,1,osnovna,1,portal,2,191,0
20219,32,muški,3,viša,4,radio,6,229,0
20220,72,muški,4,diplomska,1,portal,4,231,0
20221,40,muški,4,diplomska,3,TV,7,128,0
20222,39,ženski,2,srednja,2,društvene mreže,5,68,20
20223,54,ženski,2,srednja,5,tisak,7,209,0
20224,34,ženski,2,srednja,1,portal,6,171,0
20225,23,ženski,2,srednja,2,društvene mreže,2,186,0
20226,26,muški,2,srednja,3,TV,5,198,11
20227,45,muški,1,osnovna,3,TV,4,286,0
20228,27,ženski,3,viša,2,društvene mreže,1,120,11
20229,33,muški,2,srednja,1,portal,3,106,0
20230,33,ženski,1,osnovna,1,portal,4,138,57
20231,21,muški,2,srednja,3,TV,4,76,0
20232,36,muški,4,diplomska,4,radio,6,86,0
20233,32,ženski,3,viša,2,društvene mreže,5,166,0
20234,37,muški,2,srednja,1,portal,5,124,18
20235,80,ženski,3,viša,2,društvene mreže,2,224,0
20236,35,muški,2,srednja,2,društvene mreže,3,168,0
20237,46,ženski,1,osnovna,2,društvene mreže,6,311,15
20238,38,ženski,2,srednja,1,portal,6,268,0
20239,53,ženski,1,osnovna,1,portal,2,185,0
20240,74,muški,3,viša,5,tisak,4,251,0
20241,19,ženski,2,srednja,2,društvene mreže,1,79,0
20242,41,muški,2,srednja,3,TV,7,202,18
20243,59,muški,3,viša,1,portal,5,189,0
20244,28,muški,1,osnovna,2,društvene mreže,7,78,0
20245,54,ženski,3,viša,5,tisak,2,88,0
20246,78,muški,2,srednja,1,portal,6,203,0
20247,35,muški,2,srednja,3,TV,3,272,0
20248,24,muški,2,srednja,2,društvene mreže,6,115,0
20249,31,ženski,2,srednja,2,društvene mreže,4,141,30
20250,32,ženski,3,viša,4,radio,4,109,0
20251,45,muški,2,srednja,1,portal,5,199,0
20252,37,ženski,1,osnovna,3,TV,5,66,0
20253,47,ženski,2,srednja,1,portal,5,221,0
20254,45,muški,2,srednja,3,TV,4,90,0
20255,37,muški,2,srednja,3,TV,3,192,0
20256,39,muški,3,viša,3,TV,5,196,0
20257,25,muški,2,srednja,3,TV,7,315,18
20258,80,muški,4,diplomska,4,radio,7,305,0
20259,28,muški,2,srednja,1,portal,4,136,0
20260,48,muški,3,viša,1,portal,3,141,14
20261,37,muški,2,srednja,3,TV,6,81,10
20262,69,ženski,2,srednja,3,TV,7,201,12
20263,29,ženski,2,srednja,1,portal,7,165,15
20264,36,muški,3,viša,1,portal,1,93,0
20265,36,ženski,4,diplomska,3,TV,5,175,0
20266,30,ženski,2,srednja,4,radio,7,113,0
20267,34,muški,2,srednja,1,portal,7,311,4
20268,43,muški,1,osnovna,3,TV,3,68,0
20269,50,ženski,2,srednja,5,tisak,7,151,0
20270,26,ženski,4,diplomska,3,TV,3,132,0
20271,40,ženski,2,srednja,3,TV,8,177,15
20272,42,muški,3,viša,1,portal,5,223,0
20273,27,muški,2,srednja,4,radio,3,198,0
20274,37,ženski,4,diplomska,1,portal,5,122,0
20275,40,muški,2,srednja,3,TV,6,157,0
20276,40,muški,3,viša,1,portal,6,153,0
20277,37,ženski,1,osnovna,4,radio,4,194,0
20278,27,ženski,2,srednja,1,portal,5,219,20
20279,24,muški,3,viša,2,društvene mreže,6,104,0
20280,21,muški,2,srednja,2,društvene mreže,2,109,28
20281,43,muški,1,osnovna,4,radio,10,171,0
20282,33,muški,2,srednja,1,portal,5,231,0
20283,36,ženski,2,srednja,1,portal,6,165,57
20284,25,muški,4,diplomska,4,radio,6,113,0
20285,33,ženski,3,viša,1,portal,6,102,30
20286,42,muški,2,srednja,1,portal,6,182,0
20287,20,ženski,4,diplomska,1,portal,3,152,0
20288,50,ženski,3,viša,1,portal,3,212,35
20289,62,ženski,2,srednja,4,radio,6,211,9
20290,29,ženski,2,srednja,5,tisak,10,200,34
20291,50,muški,4,diplomska,4,radio,9,153,38
20292,22,ženski,3,viša,1,portal,5,295,0
20293,37,ženski,1,osnovna,2,društvene mreže,3,150,0
20294,45,ženski,2,srednja,4,radio,5,207,0
20295,60,ženski,3,viša,3,TV,7,280,0
20296,76,ženski,1,osnovna,2,društvene mreže,3,146,42
20297,28,muški,2,srednja,2,društvene mreže,3,212,76
20298,48,ženski,3,viša,2,društvene mreže,8,134,13
20299,77,muški,2,srednja,5,tisak,7,138,0
20300,40,muški,1,osnovna,3,TV,8,321,0
20301,59,muški,2,srednja,1,portal,10,116,17
20302,46,muški,2,srednja,4,radio,5,108,30
20303,52,ženski,1,osnovna,2,društvene mreže,4,322,0
20304,47,muški,2,srednja,1,portal,6,208,40
20305,47,muški,4,diplomska,1,portal,5,157,0
20306,38,muški,4,diplomska,5,tisak,7,262,4
20307,26,ženski,3,viša,2,društvene mreže,1,294,0
20308,37,ženski,1,osnovna,1,portal,4,169,0
20309,30,ženski,2,srednja,5,tisak,10,81,0
20310,45,muški,2,srednja,4,radio,5,143,32
20311,69,muški,4,diplomska,4,radio,4,186,56
20312,31,ženski,3,viša,1,portal,3,122,0
20313,52,muški,3,viša,2,društvene mreže,7,136,0
20314,32,ženski,1,osnovna,2,društvene mreže,4,122,0
20315,56,ženski,2,srednja,1,portal,4,160,0
20316,80,ženski,1,osnovna,3,TV,8,154,0
20317,56,ženski,2,srednja,4,radio,4,92,0
20318,46,muški,3,viša,2,društvene mreže,5,176,0
20319,28,ženski,4,diplomska,4,radio,7,116,0
20320,26,ženski,3,viša,5,tisak,3,103,0
20321,62,muški,2,srednja,2,društvene mreže,4,207,27
20322,29,ženski,4,diplomska,3,TV,5,218,0
20323,28,muški,3,viša,4,radio,5,188,16
20324,50,ženski,2,srednja,3,TV,4,115,0
20325,41,muški,1,osnovna,2,društvene mreže,8,170,0
20326,64,ženski,3,viša,5,tisak,3,114,0
20327,36,ženski,2,srednja,2,društvene mreže,4,152,0
20328,35,ženski,2,srednja,3,TV,6,325,22
20329,41,ženski,2,srednja,4,radio,3,122,0
20330,28,ženski,2,srednja,1,portal,3,98,7
20331,65,ženski,3,viša,1,portal,7,170,0
20332,42,ženski,4,diplomska,3,TV,6,89,14
20333,38,muški,3,viša,2,društvene mreže,6,161,0
20334,29,muški,2,srednja,2,društvene mreže,5,168,15
20335,48,ženski,3,viša,3,TV,10,193,0
20336,48,ženski,2,srednja,1,portal,5,210,12
20337,67,muški,1,osnovna,4,radio,4,358,0
20338,62,ženski,1,osnovna,3,TV,10,190,0
20339,30,muški,4,diplomska,5,tisak,5,231,0
20340,43,muški,4,diplomska,1,portal,7,151,0
20341,36,ženski,2,srednja,3,TV,5,200,0
20342,30,ženski,2,srednja,1,portal,4,151,23
20343,62,muški,1,osnovna,3,TV,4,255,0
20344,67,muški,3,viša,3,TV,6,217,0
20345,25,muški,1,osnovna,2,društvene mreže,6,175,0
20346,30,ženski,3,viša,2,društvene mreže,1,375,0
20347,42,muški,4,diplomska,3,TV,8,142,0
20348,76,muški,4,diplomska,3,TV,8,249,33
20349,40,muški,4,diplomska,3,TV,8,147,22
20350,36,muški,3,viša,2,društvene mreže,3,148,50
20351,46,muški,1,osnovna,1,portal,4,210,0
20352,37,ženski,3,viša,2,društvene mreže,5,71,59
20353,29,ženski,3,viša,3,TV,1,105,0
20354,49,ženski,3,viša,5,tisak,9,94,17
20355,50,muški,3,viša,2,društvene mreže,7,126,0
20356,22,ženski,3,viša,1,portal,7,146,0
20357,57,muški,3,viša,1,portal,5,203,7
20358,62,muški,2,srednja,3,TV,8,227,22
20359,31,ženski,3,viša,1,portal,7,208,0
20360,29,muški,4,diplomska,2,društvene mreže,5,119,25
20361,29,ženski,4,diplomska,2,društvene mreže,3,168,0
20362,33,muški,2,srednja,1,portal,6,132,0
20363,24,muški,2,srednja,3,TV,5,169,0
20364,42,ženski,2,srednja,2,društvene mreže,9,149,0
20365,59,muški,3,viša,5,tisak,7,49,22
20366,58,ženski,1,osnovna,3,TV,4,148,0
20367,66,ženski,3,viša,1,portal,6,147,0
20368,54,ženski,3,viša,2,društvene mreže,2,223,0
20369,80,ženski,1,osnovna,5,tisak,5,144,7
20370,37,muški,1,osnovna,4,radio,3,203,0
20371,25,ženski,1,osnovna,1,portal,2,130,0
20372,27,ženski,3,viša,1,portal,2,271,0
20373,25,ženski,2,srednja,4,radio,4,187,0
20374,80,muški,2,srednja,3,TV,7,251,0
20375,36,muški,3,viša,4,radio,3,181,0
20376,20,muški,2,srednja,2,društvene mreže,3,126,7
20377,53,muški,2,srednja,5,tisak,3,198,14
20378,28,ženski,3,viša,2,društvene mreže,4,212,0
20379,43,ženski,2,srednja,1,portal,4,139,32
20380,44,muški,2,srednja,4,radio,9,235,0
20381,35,ženski,2,srednja,1,portal,7,190,6
20382,51,muški,2,srednja,1,portal,3,363,0
20383,28,muški,2,srednja,3,TV,8,99,28
20384,59,muški,2,srednja,1,portal,6,135,0
20385,21,ženski,2,srednja,2,društvene mreže,6,93,0
20386,60,ženski,2,srednja,3,TV,5,280,0
20387,27,ženski,2,srednja,2,društvene mreže,5,147,9
20388,33,ženski,1,osnovna,2,društvene mreže,5,163,0
20389,80,muški,1,osnovna,3,TV,6,279,0
20390,29,muški,2,srednja,2,društvene mreže,6,213,0
20391,40,ženski,2,srednja,2,društvene mreže,5,289,31
20392,33,muški,4,diplomska,2,društvene mreže,4,207,0
20393,25,ženski,4,diplomska,2,društvene mreže,4,157,0
20394,41,ženski,2,srednja,2,društvene mreže,1,285,0
20395,45,ženski,3,viša,3,TV,5,136,0
20396,22,ženski,2,srednja,1,portal,6,195,0
20397,33,ženski,2,srednja,1,portal,7,116,0
20398,29,ženski,1,osnovna,1,portal,4,154,0
20399,46,muški,3,viša,1,portal,5,227,0
20400,22,muški,2,srednja,2,društvene mreže,3,120,0
20401,57,ženski,2,srednja,4,radio,5,141,0
20402,28,muški,1,osnovna,1,portal,6,190,0
20403,61,ženski,2,srednja,4,radio,6,176,0
20404,29,muški,2,srednja,2,društvene mreže,6,136,18
20405,40,muški,3,viša,2,društvene mreže,3,262,0
20406,36,ženski,1,osnovna,2,društvene mreže,8,121,14
20407,49,ženski,3,viša,4,radio,7,156,7
20408,63,muški,1,osnovna,3,TV,6,233,28
20409,37,ženski,1,osnovna,1,portal,9,112,0
20410,65,ženski,2,srednja,4,radio,7,91,0
20411,68,muški,3,viša,3,TV,6,189,25
20412,61,muški,2,srednja,5,tisak,3,132,39
20413,80,ženski,1,osnovna,5,tisak,4,282,0
20414,39,muški,1,osnovna,3,TV,9,327,0
20415,26,muški,2,srednja,1,portal,3,162,0
20416,36,muški,2,srednja,1,portal,4,138,0
20417,49,ženski,2,srednja,4,radio,5,303,0
20418,26,ženski,3,viša,1,portal,4,102,0
20419,26,ženski,3,viša,1,portal,4,171,0
20420,30,muški,4,diplomska,1,portal,5,117,0
20421,64,muški,2,srednja,1,portal,3,205,0
20422,66,ženski,1,osnovna,4,radio,4,90,0
20423,31,muški,3,viša,2,društvene mreže,1,170,0
20424,40,ženski,2,srednja,1,portal,4,96,0
20425,80,ženski,2,srednja,3,TV,7,208,0
20426,50,ženski,3,viša,3,TV,3,213,0
20427,28,muški,2,srednja,1,portal,6,146,0
20428,42,muški,3,viša,1,portal,1,187,0
20429,26,ženski,2,srednja,5,tisak,6,193,0
20430,23,ženski,2,srednja,2,društvene mreže,2,113,12
20431,59,muški,2,srednja,4,radio,5,148,0
20432,59,ženski,2,srednja,3,TV,9,117,0
20433,29,muški,2,srednja,1,portal,1,97,0
20434,46,ženski,2,srednja,2,društvene mreže,4,105,0
20435,48,ženski,2,srednja,1,portal,8,154,0
20436,69,ženski,4,diplomska,4,radio,7,252,0
20437,56,ženski,2,srednja,3,TV,8,154,0
20438,21,ženski,2,srednja,1,portal,6,80,14
20439,38,ženski,4,diplomska,3,TV,5,61,0
20440,29,muški,2,srednja,1,portal,5,169,0
20441,30,muški,1,osnovna,2,društvene mreže,4,203,0
20442,32,muški,2,srednja,1,portal,4,115,0
20443,39,ženski,1,osnovna,1,portal,4,223,36
20444,66,ženski,3,viša,3,TV,5,197,0
20445,42,ženski,3,viša,1,portal,3,226,0
20446,21,ženski,2,srednja,3,TV,4,244,0
20447,64,muški,4,diplomska,1,portal,5,179,0
20448,38,ženski,2,srednja,2,društvene mreže,7,224,87
20449,31,ženski,3,viša,2,društvene mreže,4,102,10
20450,25,ženski,2,srednja,2,društvene mreže,7,151,21
20451,50,ženski,3,viša,3,TV,5,210,0
20452,26,muški,3,viša,1,portal,5,141,0
20453,40,ženski,3,viša,3,TV,6,225,0
20454,80,ženski,3,viša,3,TV,7,201,0
20455,19,ženski,3,viša,2,društvene mreže,4,100,0
20456,48,ženski,3,viša,1,portal,8,146,0
20457,30,ženski,1,osnovna,2,društvene mreže,3,252,32
20458,33,ženski,2,srednja,5,tisak,6,239,0
20459,52,muški,3,viša,1,portal,6,174,41
20460,47,muški,2,srednja,1,portal,9,85,0
20461,27,ženski,1,osnovna,2,društvene mreže,5,127,0
20462,32,ženski,4,diplomska,1,portal,2,162,0
20463,64,ženski,4,diplomska,4,radio,10,293,42
20464,35,ženski,3,viša,2,društvene mreže,1,254,0
20465,62,ženski,1,osnovna,3,TV,5,125,0
20466,37,muški,3,viša,1,portal,6,320,19
20467,30,ženski,1,osnovna,2,društvene mreže,3,157,0
20468,37,ženski,1,osnovna,3,TV,3,80,0
20469,33,muški,2,srednja,3,TV,6,183,0
20470,58,muški,1,osnovna,5,tisak,5,78,0
20471,39,ženski,1,osnovna,2,društvene mreže,6,229,0
20472,27,ženski,3,viša,2,društvene mreže,3,118,0
20473,29,muški,4,diplomska,1,portal,7,175,50
20474,41,ženski,2,srednja,2,društvene mreže,4,313,0
20475,28,muški,1,osnovna,3,TV,6,212,40
20476,47,muški,3,viša,1,portal,9,196,0
20477,43,ženski,2,srednja,1,portal,5,272,0
20478,42,ženski,4,diplomska,2,društvene mreže,8,89,0
20479,28,muški,3,viša,3,TV,5,170,13
20480,53,ženski,2,srednja,1,portal,5,124,0
20481,25,muški,2,srednja,1,portal,3,194,0
20482,53,ženski,2,srednja,2,društvene mreže,5,189,0
20483,28,muški,2,srednja,2,društvene mreže,5,87,20
20484,40,ženski,4,diplomska,1,portal,4,225,15
20485,80,muški,3,viša,3,TV,6,114,0
20486,38,muški,3,viša,3,TV,5,274,0
20487,31,ženski,3,viša,1,portal,1,156,0
20488,74,muški,2,srednja,1,portal,5,104,0
20489,75,ženski,3,viša,3,TV,8,226,34
20490,32,muški,2,srednja,4,radio,6,227,0
20491,44,muški,1,osnovna,2,društvene mreže,4,164,36
20492,30,muški,3,viša,1,portal,5,154,0
20493,24,muški,1,osnovna,2,društvene mreže,5,97,0
20494,59,muški,2,srednja,3,TV,5,271,26
20495,27,ženski,1,osnovna,1,portal,3,159,0
20496,22,ženski,1,osnovna,2,društvene mreže,6,166,10
20497,21,muški,4,diplomska,1,portal,3,231,0
20498,44,ženski,1,osnovna,1,portal,5,72,0
20499,21,ženski,2,srednja,3,TV,6,158,8
20500,36,ženski,1,osnovna,2,društvene mreže,5,152,0
20501,68,ženski,2,srednja,5,tisak,2,159,0
20502,56,muški,3,viša,4,radio,6,107,0
20503,67,ženski,2,srednja,1,portal,6,190,0
20504,41,muški,2,srednja,1,portal,4,197,0
20505,26,muški,1,osnovna,2,društvene mreže,3,208,0
20506,40,ženski,4,diplomska,2,društvene mreže,3,237,0
20507,27,muški,1,osnovna,2,društvene mreže,3,71,0
20508,59,ženski,4,diplomska,2,društvene mreže,5,234,12
20509,40,muški,4,diplomska,2,društvene mreže,4,228,0
20510,38,ženski,1,osnovna,1,portal,1,309,13
20511,47,muški,2,srednja,1,portal,3,256,0
20512,63,ženski,2,srednja,1,portal,9,316,0
20513,50,ženski,3,viša,3,TV,5,170,0
20514,39,muški,2,srednja,2,društvene mreže,5,143,0
20515,43,muški,2,srednja,1,portal,3,76,0
20516,38,ženski,1,osnovna,4,radio,4,76,0
20517,40,muški,2,srednja,1,portal,4,69,0
20518,45,muški,1,osnovna,4,radio,4,119,0
20519,44,ženski,2,srednja,1,portal,4,234,0
20520,53,muški,1,osnovna,5,tisak,7,155,0
20521,64,muški,1,osnovna,1,portal,8,274,0
20522,24,muški,2,srednja,1,portal,5,82,0
20523,39,ženski,2,srednja,2,društvene mreže,1,329,0
20524,80,ženski,2,srednja,4,radio,6,177,0
20525,54,ženski,4,diplomska,3,TV,6,126,0
20526,76,ženski,2,srednja,3,TV,4,180,0
20527,20,ženski,3,viša,1,portal,1,141,0
20528,57,ženski,2,srednja,4,radio,7,157,0
20529,22,muški,4,diplomska,4,radio,4,125,0
20530,69,ženski,2,srednja,1,portal,6,192,0
20531,37,muški,3,viša,3,TV,4,97,0
20532,43,ženski,2,srednja,1,portal,2,256,0
20533,28,ženski,1,osnovna,2,društvene mreže,5,161,18
20534,40,muški,2,srednja,1,portal,6,108,26
20535,22,ženski,2,srednja,2,društvene mreže,4,157,0
20536,34,muški,2,srednja,4,radio,8,282,23
20537,35,muški,2,srednja,2,društvene mreže,6,102,0
20538,63,muški,3,viša,3,TV,5,154,0
20539,80,ženski,2,srednja,5,tisak,8,193,45
20540,34,ženski,2,srednja,2,društvene mreže,2,259,32
20541,58,ženski,2,srednja,4,radio,8,88,0
20542,38,ženski,1,osnovna,1,portal,5,269,0
20543,20,ženski,2,srednja,2,društvene mreže,6,99,0
20544,58,ženski,3,viša,5,tisak,6,79,12
20545,73,ženski,3,viša,5,tisak,8,294,0
20546,27,muški,3,viša,1,portal,3,141,10
20547,50,ženski,3,viša,2,društvene mreže,5,342,0
20548,29,muški,1,osnovna,1,portal,4,247,0
20549,36,ženski,2,srednja,1,portal,3,275,0
20550,40,muški,4,diplomska,2,društvene mreže,4,163,7
20551,53,ženski,4,diplomska,5,tisak,6,143,0
20552,26,ženski,3,viša,2,društvene mreže,3,171,56
20553,25,muški,1,osnovna,2,društvene mreže,3,152,0
20554,53,muški,2,srednja,3,TV,5,254,0
20555,80,ženski,4,diplomska,3,TV,5,289,23
20556,48,ženski,3,viša,2,društvene mreže,2,263,0
20557,39,ženski,2,srednja,2,društvene mreže,5,219,0
20558,32,muški,2,srednja,2,društvene mreže,4,144,0
20559,65,muški,3,viša,1,portal,4,164,0
20560,22,ženski,4,diplomska,1,portal,7,110,0
20561,41,ženski,2,srednja,4,radio,5,175,0
20562,35,muški,4,diplomska,4,radio,4,104,0
20563,50,muški,2,srednja,1,portal,6,195,0
20564,33,ženski,2,srednja,2,društvene mreže,4,193,0
20565,49,muški,3,viša,3,TV,7,204,43
20566,24,muški,3,viša,2,društvene mreže,1,161,0
20567,75,ženski,3,viša,3,TV,4,179,12
20568,31,muški,3,viša,1,portal,6,111,0
20569,30,ženski,4,diplomska,2,društvene mreže,2,281,0
20570,40,ženski,3,viša,3,TV,4,214,4
20571,59,ženski,3,viša,3,TV,6,137,0
20572,73,muški,3,viša,3,TV,6,301,0
20573,29,ženski,2,srednja,2,društvene mreže,6,123,0
20574,43,muški,3,viša,1,portal,7,130,0
20575,28,ženski,1,osnovna,2,društvene mreže,6,196,0
20576,36,ženski,1,osnovna,5,tisak,2,171,0
20577,25,ženski,2,srednja,2,društvene mreže,5,129,0
20578,80,muški,2,srednja,5,tisak,7,187,0
20579,58,muški,2,srednja,3,TV,1,139,0
20580,80,muški,2,srednja,3,TV,8,189,0
20581,38,muški,4,diplomska,2,društvene mreže,3,251,0
20582,47,muški,2,srednja,1,portal,2,110,0
20583,31,ženski,3,viša,1,portal,3,114,0
20584,23,muški,3,viša,1,portal,2,180,0
20585,49,ženski,4,diplomska,1,portal,7,168,10
20586,69,muški,2,srednja,1,portal,5,225,23
20587,80,ženski,2,srednja,4,radio,5,253,0
20588,24,ženski,2,srednja,2,društvene mreže,6,162,0
20589,38,muški,1,osnovna,5,tisak,3,227,0
20590,60,ženski,2,srednja,3,TV,5,243,0
20591,50,ženski,4,diplomska,1,portal,4,152,0
20592,40,ženski,4,diplomska,3,TV,7,85,0
20593,46,ženski,2,srednja,1,portal,3,180,0
20594,80,ženski,2,srednja,4,radio,4,236,0
20595,36,ženski,2,srednja,4,radio,5,179,0
20596,33,muški,3,viša,1,portal,3,235,0
20597,27,ženski,2,srednja,2,društvene mreže,5,187,10
20598,71,ženski,3,viša,1,portal,6,118,0
20599,31,muški,2,srednja,4,radio,7,170,0
20600,39,ženski,2,srednja,2,društvene mreže,2,63,0
20601,26,ženski,3,viša,4,radio,9,105,0
20602,36,muški,3,viša,5,tisak,3,141,23
20603,42,ženski,3,viša,2,društvene mreže,1,97,13
20604,52,ženski,1,osnovna,2,društvene mreže,4,387,0
20605,34,ženski,4,diplomska,3,TV,8,137,0
20606,20,muški,4,diplomska,2,društvene mreže,6,30,47
20607,38,muški,1,osnovna,3,TV,5,167,9
20608,41,muški,4,diplomska,1,portal,7,96,7
20609,25,ženski,1,osnovna,2,društvene mreže,6,115,0
20610,57,ženski,1,osnovna,3,TV,7,324,12
20611,28,muški,2,srednja,1,portal,2,165,0
20612,42,muški,4,diplomska,3,TV,7,220,0
20613,32,muški,3,viša,1,portal,8,120,16
20614,45,muški,2,srednja,4,radio,5,152,18
20615,29,ženski,1,osnovna,1,portal,3,148,0
20616,31,muški,2,srednja,5,tisak,5,64,0
20617,27,muški,1,osnovna,2,društvene mreže,3,163,0
20618,30,ženski,2,srednja,1,portal,5,272,0
20619,32,muški,2,srednja,2,društvene mreže,7,96,0
20620,39,ženski,1,osnovna,1,portal,6,198,0
20621,50,muški,2,srednja,1,portal,5,183,0
20622,54,ženski,1,osnovna,4,radio,4,102,0
20623,32,ženski,3,viša,2,društvene mreže,5,107,0
20624,54,muški,2,srednja,3,TV,7,104,0
20625,80,muški,2,srednja,1,portal,9,304,0
20626,34,muški,2,srednja,4,radio,4,175,0
20627,75,muški,2,srednja,4,radio,4,160,0
20628,36,muški,2,srednja,3,TV,6,127,0
20629,30,muški,2,srednja,2,društvene mreže,2,67,0
20630,80,muški,3,viša,3,TV,8,235,0
20631,32,muški,1,osnovna,2,društvene mreže,6,233,0
20632,24,muški,3,viša,5,tisak,4,124,0
20633,56,muški,3,viša,1,portal,5,248,0
20634,44,ženski,1,osnovna,1,portal,5,196,0
20635,25,muški,2,srednja,2,društvene mreže,1,95,0
20636,36,ženski,2,srednja,1,portal,6,73,0
20637,19,ženski,2,srednja,1,portal,4,327,0
20638,25,ženski,2,srednja,2,društvene mreže,2,143,21
20639,24,muški,3,viša,1,portal,6,206,11
20640,39,ženski,1,osnovna,4,radio,7,96,0
20641,25,ženski,2,srednja,2,društvene mreže,5,148,0
20642,48,muški,2,srednja,1,portal,3,123,0
20643,34,muški,2,srednja,3,TV,7,118,0
20644,49,muški,2,srednja,2,društvene mreže,4,293,0
20645,53,ženski,2,srednja,1,portal,1,172,0
